chunk_id,text,token_count,start_token_index,end_token_index
64," yüzünün merkezine ve arka yüzüne göre Ay'ın kütleçekiminden daha fazla etkilenmesidir. Kütleçekimsel gelgit, okyanusları Dünya'nın merkezinde olduğu bir elips şekline esnetir. Bunun etkisi birisi Ay'a doğru bakan yüzde, diğeri de bunun zıt yüzünde oluşan tümsek yani deniz seviyesinin yükselmesi olarak görülür. Dünya kendi ekseni etrafında dönerken bu iki tümsek de Dünya çevresinde bir günde döndüğü için okyanus suları sürekli olarak hareket eden bu iki tümseğe doğru akar. Bu iki tümseğin ve onlara doğru giden büyük okyanus akıntılarının etkisi; Dünya'nın dönüşü nedeniyle okyanus tabanlarında oluşan suyun sürtünme etkisi, su hareketinin eylemsizliği, karaya yaklaştıkça sığlaşan okyanus tabanları ve değişik okyanus tabanları arasındaki salınıml",300,15360,15660
65," oluşan suyun sürtünme etkisi, su hareketinin eylemsizliği, karaya yaklaştıkça sığlaşan okyanus tabanları ve değişik okyanus tabanları arasındaki salınımlar gibi nedenlerle daha da büyür.  Ay ile okyanuslar arasındaki kütleçekimsel bağ Ay'ın yörüngesini etkiler. Ay'dan bakıldığında gelgit tümsekleri Dünya'nın dönüşüyle ileriye doğru taşındığından doğrudan Ay'ın karşısında değildir. Kütleçekimsel eşleşme Dünya'nın dönüşünden kinetik enerji ve açısal momentumu emer. Buna karşın Ay'ın yörüngesine açısal momentum eklenir. Bu da Ay'ı daha uzun periyotlu daha yüksek bir yörüngeye iter. Bunun sonucunda da her yıl iki gökcismi arasındaki ortalama uzaklık 3,8 cm. artar.[63] Dünya ile Ay arasındaki gelgit etkilerin önemsiz hâle gelene kadar Ay yavaş",300,15600,15900
66,"unda da her yıl iki gökcismi arasındaki ortalama uzaklık 3,8 cm. artar.[63] Dünya ile Ay arasındaki gelgit etkilerin önemsiz hâle gelene kadar Ay yavaş yavaş uzaklaşmaya devam edecektir ve bu durumda yörüngesi kararlı olacaktır. Güneş, Dünya ve Ay aynı çizgi üzerinde sıralanınca, bu durum Dünya'da Ay ve Güneş tutulması olarak gözlenir. Güneş tutulması yeni ay evresinde, Ay Güneş ile Dünya'nın arasında iken oluşur. Buna karşın Ay tutulması dolunay evresinde Dünya Güneş ile Ay'ın arasında olduğunda oluşur.  Ay'ın yörüngesinin Dünya'nın Güneş çevresindeki yörüngesine nazaran yaklaşık 5° eğik olması nedeniyle her yeni ay ve dolunayda tutulmalar olmaz. Bir tutulmanın olması için Ay'ın her iki yörünge düzleminin kesişimine yakın bir yerde",300,15840,16140
67,"5° eğik olması nedeniyle her yeni ay ve dolunayda tutulmalar olmaz. Bir tutulmanın olması için Ay'ın her iki yörünge düzleminin kesişimine yakın bir yerde olması gerekir. Ay ve Güneş tutulmalarının zamanlamaları yaklaşık 6.585,3 günlük (18 yıl 11 gün 8 saat) bir periyota sahip olan ve Babiler zamanında bulunan Saros çevrimi ile belirlenebilir. Ay'ın ve Güneş'in Dünya'dan görülen açısal çapları değişimlerle üst üste gelebildiği için hem tam hem de yarım güneş tutulması oluşabilmektedir.Tam güneş tutulmasında Ay Güneş diskini tamamen kapatır ve Güneş koronası çıplak gözle görünür hâle gelir. Ay ile Dünya arasındaki uzaklık zamanla az da olsa arttığı için Ay'ın açısal çapı azalmaktadır. Bu yüzlerce milyon yıl önce Ay'ın tutulmalarda Güneş'in açısal çapı da deği",300,16080,16380
68," uzaklık zamanla az da olsa arttığı için Ay'ın açısal çapı azalmaktadır. Bu yüzlerce milyon yıl önce Ay'ın tutulmalarda Güneş'in açısal çapı da değişmezse Ay artık Güneş diskini tamamen örtemeyecek ve yalnızca yarım tutulma oluşacaktır. Tutulma ile ilgili bir başka fenomen ""örtülme""dir. Ay sürekli olarak gökyüzünde 1/2 derece genişliğinde dairesel bir alanı kaplar. Parlak bir yıldız ya da gezegen Ay'ın arkasından geçerse örtülür yani gözden kaybolur. Güneş tutulması Güneş'in örtülmesidir. Ay Dünya'ya yakın olduğu için tek tek yıldızların örtülmesi aynı zamanda ve her yerden görülemez. Ay yörüngesinin yalpalaması sonucu her yıl farklı yıldızlar örtülür. En son ay tutulması 20 Şubat 2008'de olan tam tutulmadır. Güney Amerika ve Kuzey Amerika'nın çoğ",300,16320,16620
69,"palaması sonucu her yıl farklı yıldızlar örtülür. En son ay tutulması 20 Şubat 2008'de olan tam tutulmadır. Güney Amerika ve Kuzey Amerika'nın çoğu yerinden 20 Şubat'ta gözlemlenen tutulma Batı Avrupa, Afrika ve Batı Asya'dan 21 Şubat'ta gözlemlenmiştir. Güney Amerika ile Antarktika'nın bazı bölümlerinden gözlemlenen 1 Ağustos 2008'den sonraki güneş tutulması 15 Ocak 2010'dadır.Gözlemsel bulgular En parlak olduğu dolunay evresinde Ay'ın görünür kadir derecesi yaklaşık −12,6'dır. Kıyaslanacak olursa Güneş'in görünen kadir derecesi −26,8'dir. Ay'ın dördün evrelerinde parlaklığı dolunay evresindeki parlaklığının yarısı değil ancak onda biridir. Bunun nedeni Ay yüzeyinin mükemmel bir Lambert yansıtıcısı olmamasıdır. Dol",300,16560,16860
70,"inde parlaklığı dolunay evresindeki parlaklığının yarısı değil ancak onda biridir. Bunun nedeni Ay yüzeyinin mükemmel bir Lambert yansıtıcısı olmamasıdır. Dolunay iken gözlemcinin arkasından gelen ışık nedeniyle olduğundan parlak görünen Ay diğer evrelerde yüzeye düşen gölgeler nedeniyle yansıtılan ışığın miktarı azalır.  Ay ufka yakınken daha büyük olarak görünür. Fakat bu tamamen Ay illüzyonu olarak bilinen psikolojik bir etkidir.  Ay düşük albedosuna rağmen gökyüzünde oldukça parlak bir gökcismi olarak görünür. Ay, Güneş Sistemi'nde bulunan en kötü yansıtıcıdır ve üzerine düşen ışığın ancak %7'sini yansıtır. Bu oran bir parça kömürün yansıtma oranı ile hemen hemen aynıdır. Görsel sistemlerde renk istikrarı bir nesnenin rengiyle etrafındakilerin reng",300,16800,17100
71,"ır. Bu oran bir parça kömürün yansıtma oranı ile hemen hemen aynıdır. Görsel sistemlerde renk istikrarı bir nesnenin rengiyle etrafındakilerin rengi arasındaki ilişkiyi ayarlar, dolayısıyla da görece karanlık olan gökyüzünde Güneş'in aydınlattığı Ay parlak bir nesne olarak algılanır.  Ay'ın gün içinde ulaştığı en yüksek nokta değişiklik gösterir ve Güneş ile aynı sınırlarda dolaşır. Ayrıca Dünya üzerindeki mevsime ve Ay'ın evrelerine göre değişir. Kış mevsiminde dolunayda en yüksek noktaya ulaşır. Ayrıca 18,6 yıllık düğüm çevriminin de etkisi vardır. Ay yörüngesinin yükselen düğüm noktası ilkbahar noktasındaysa Ay yükselimi 28° kadar yükselebilir. Bunun sonucunda 28 derece enlemlere kadar Ay tepe noktasına çıkar. Yaklaş",300,17040,17340
72,"elen düğüm noktası ilkbahar noktasındaysa Ay yükselimi 28° kadar yükselebilir. Bunun sonucunda 28 derece enlemlere kadar Ay tepe noktasına çıkar. Yaklaşık dokuz yıl kadar sonra yükselim yalnızca 18° kuzey ve güney enlemlere ulaşacaktır. Ayçanın (hilal) yönü de gözlem noktasının enlemine bağlıdır. Ekvator'a yakın yerlerde bir gözlemci Ay'ı sandal gibi görebilir. Güneş gibi Ay da bazı atmosferik etkilere neden olabilir. Bunların arasında 22°'lik hâle halkası ve ince bulutlar arasından görünen daha küçük korona halkaları sayılabilir. İlk dönem gözlemler MÖ 5. yüzyılda Babilli gözlemcilerin Ay'ın döngülerini incelediğini, Hindistan'da benzer bulguların varlığını, Çinli Shi Shen'in MÖ 4. yüzyılda Ay ve Güneş tutulmalarının tarihlerini hesaplama yö",300,17280,17580
73," döngülerini incelediğini, Hindistan'da benzer bulguların varlığını, Çinli Shi Shen'in MÖ 4. yüzyılda Ay ve Güneş tutulmalarının tarihlerini hesaplama yöntemi geliştirdiğini biliyoruz.  MÖ 4. yüzyılda Aristo; yanlış da olsa uzun bir süre çok etkili olan evren açıklamasında, Ay'ın dört temel eleman (toprak, su, hava ve ateş) arasındaki sınır bölgede yer aldığını öne sürdü. Öte yandan, Seleukialı Seleukos ve Aristarchus (MÖ 2. yüzyıl) ile Batlamyus (MS 90-168) Aristocu anlayışı çürüten gözlem ve hesaplamalar sundular.  Orta Çağ Avrupası için ""gökbilim""den söz etmek zordur ve dönemin bilgisi gözlemden çok dinî inanışların etkisi altındaydı. Ay'ın tam bir yuvarlak ve yüzeyinin pürüzsüz olduğu da bu inanışlar arasınd",300,17520,17820
74,"ur ve dönemin bilgisi gözlemden çok dinî inanışların etkisi altındaydı. Ay'ın tam bir yuvarlak ve yüzeyinin pürüzsüz olduğu da bu inanışlar arasındaydı.  Teleskobun keşfi ve bilimlerde yaşanan yaklaşık eşzamanlı paradigma değişimi, Ay gözleminde bir dönüm noktası olmuştur. Galileo Galilei 1609'da yayımladığı kitabı Sidereus Nuncius; Ay yüzündeki dağları ve kraterleri gösteren ilk teleskobik çizimlerden bazılarını içeriyordu. Ardından Ay'ın teleskobik haritalanması başladı: 17. yüzyılın devamında Giovanni Battista Riccioli ve Francesco Maria Grimaldi; Ay'ın yüzey unsurlarını bugün adlandırırken kullanılan sistemin temellerini attılar. Wilhelm Beer ve Johann Heinrich Mädler'in kitapları Mappa Selenographica (1834-6) ve Der Mond (1837); binden fazla dağ dahil olmak üzere Ay'daki yüzey unsurlar",300,17760,18060
75,"ellerini attılar. Wilhelm Beer ve Johann Heinrich Mädler'in kitapları Mappa Selenographica (1834-6) ve Der Mond (1837); binden fazla dağ dahil olmak üzere Ay'daki yüzey unsurlarını, yeryüzündeki coğrafya için mümkün olan hassasiyetle tanımladı. Uzay araçları 20. yüzyıl Soğuk Savaş ile kaynaklanan Sovyetler Birliği ile ABD arasındaki uzay yarışı; Ay üzerindeki ilginin giderek artmasına neden oldu. Fırlatıcı yetenekleri izin verir vermez hem alçak uçuş hem de çarpma/iniş görevleri için insansız sondalar, uzaya gönderildi. Sovyetler Birliği'nin Luna programı Ay yüzüne insansız uzay araçları ile ulaşmayı başaran ilk program olmuştur. Yerçekimini yenip Ay'ın yanından geçmeyi başarabilen ilk insan yapımı nesne Luna 1 uzay sondası olmuştur. 1959 yılında Ay yüzüne çarpan ilk insan yapımı nesne Luna 2",300,18000,18300
76," yenip Ay'ın yanından geçmeyi başarabilen ilk insan yapımı nesne Luna 1 uzay sondası olmuştur. 1959 yılında Ay yüzüne çarpan ilk insan yapımı nesne Luna 2 ve Ay'ın öteki yüzünün fotoğraflarını çeken ilk uydu da Luna 3 olmuştur. 1966 yılında Ay yüzeyine başarılı bir yumuşak iniş yapan ilk uzay aracı Luna 9 ve Ay yörüngesine giren ilk uzay aracı da Luna 10 olmuştur. Ay yüzeyinden örnekler üç Luna uçuşu (Luna 16, Luna 20 ve Luna 24) ile Apollo 11'den Apollo 17'ye kadar (Apollo 13 hariç) Apollo görevleri ile Dünya'ya getirilmiştir.  Ay yüzeyine 1969 yılında ilk insanların inmesi, uzay yarışının doruk noktasını oluşturmuştur. Neil Armstrong, ABD uçuşu Apollo 11'in komutanı olarak Ay'da yürüyen ilk insan oldu. Ay'da ilk adımını 21 Temmuz 1969 tarihinde saat 02:",300,18240,18540
77,"tasını oluşturmuştur. Neil Armstrong, ABD uçuşu Apollo 11'in komutanı olarak Ay'da yürüyen ilk insan oldu. Ay'da ilk adımını 21 Temmuz 1969 tarihinde saat 02:56'da (UTC) attı. 1960'ların başında özellikle yüzel erime kimyası ve atmosfere yeniden giriş konularında olduğu gibi önemli teknolojik gelişmeler; Ay yüzeyine iniş ve geri dönüşü mümkün kılmıştır.  Apollo uçuşlarının tamamında bilimsel ölçüm aletleri, Ay yüzeyine yerleştirildi. Uzun süreli ALSEP (İngilizce: Apollo lunar surface experiment package - Apollo Ay yüzeyi deney paketi) istasyonları Apollo 12, 14, 15, 16 ve 17 iniş sahalarına yerleştirildi. Apollo 11 uçuşuyla EASEP (İngilizce: Early Apollo Scientific Experiments Package - Erken Apollo bilimsel deney paketi) adı verilen geçici istasyon yerleştirilmiştir. ALSEP istasyonlarında ısı akış sond",300,18480,18780
78,"çuşuyla EASEP (İngilizce: Early Apollo Scientific Experiments Package - Erken Apollo bilimsel deney paketi) adı verilen geçici istasyon yerleştirilmiştir. ALSEP istasyonlarında ısı akış sondaları, sismometreler, manyetometreler ve küp köşeli retroreflektörler bulunmaktaydı. Bütçe sorunları sebebiyle 30 Eylül 1977'de Dünya'ya bilgi iletimi kesilmiştir. Ay laser mesafe ölçüm araçları pasif ekipmanlar olduğu için hâlâ kullanılmaktadır. Dünya üzerindeki istasyonlardan yönetilen ölçümler sonucu birkaç santimetrelik hassasiyetle ay çekirdeğinin boyutları belirlenebilmektedir. 14 Aralık 1972'de Apollo 17 uçuşunun bir parçası olarak Ay üzerinde yürüyen Eugene Cernan'dan beri başka bir insan Ay üzerinde yürümemiştir.1960'ların ortasından 1970'lerin ortasına kadar Ay yüzüne ulaşan yaklaşık 65",300,18720,19020
79," üzerinde yürüyen Eugene Cernan'dan beri başka bir insan Ay üzerinde yürümemiştir.1960'ların ortasından 1970'lerin ortasına kadar Ay yüzüne ulaşan yaklaşık 65 farklı uçuş görevi yapılmıştır. Bunların sonuncusu, 1976 yılındaki Luna 24'tür. Bunları yalnızca 18'i kontrollü olarak Ay yüzeyine inmiş, dokuzu geriye dönerek ay taşı örnekleri getirmiştir. Daha sonra ise Sovyetler Birliği, Venüs ve uzay istasyonlarına ilgisini çevirirken ABD, Mars ve ötesi ile ilgilenmeye başladı.  Bir kısım uzmanlar Ay'a iniş yapılmasıyla ilgili görüntülerin sahte olduğunu iddia etmişlerdir. 2000'li yılların sonlarından bu yana LROC uzay aracı tarafından çekilen çok sayıda yüksek çözünürlüklü fotoğrafta Ay'a iniş yapmış uzay araçları ve izler görülebilmektedir. 2012 yılı",300,18960,19260
80, uzay aracı tarafından çekilen çok sayıda yüksek çözünürlüklü fotoğrafta Ay'a iniş yapmış uzay araçları ve izler görülebilmektedir. 2012 yılında Apollo bayraklarının Ay yüzeyindeki fotoğrafları yayınlanmıştır. Özellikle 1990'lardan itibaren Ay'a yönelik ilgi tekrar canlandı ve projeler arttı.  1990 yılında Japonya Hiten uzay aracını Ay yörüngesine oturtarak bunu başaran üçüncü ülke oldu. Uzay aracı Hagormo adlı küçük bir sondayı yörüngede bıraktı ama vericinin arıza yapması nedeniyle uçuş görevinden bilimsel olarak daha fazla yararlanılamadı.  1994 yılında Clementine uçuş görevini gönderen ABD tekrar Ay ile ilgilenmeye başladı. Bu görev ile birlikte Ay'ın ilk küresel topoğrafik haritası ve ay yüzeyinin ilk multispektral görselleri elde edildi. B,300,19200,19500
81,"en ABD tekrar Ay ile ilgilenmeye başladı. Bu görev ile birlikte Ay'ın ilk küresel topoğrafik haritası ve ay yüzeyinin ilk multispektral görselleri elde edildi. Bunu 1998 yılındaki Lunar Prospector uçuş görevi izledi. Lunar Prospector 'da bulunan nötron spektrometresi ay kutuplarında hidrojen oranının görece yüksekliğini gösterdi. Bunun nedeni olarak sürekli olarak gölge altında kalan kraterlerdeki regolitin üst birkaç metresinde su buzu var olabileceği düşünüldü. 14 Ocak 2004'te ABD Başkanı George W. Bush 2020 yılından itibaren Ay'a insanlı uçuşların yapılmasını öngören bir plan yapılmasını istedi.NASA'nın Ay Arayışları (Lunar Quest) çatısı altında topladığı, Ay yörüngesinde (örneğin Haziran 2009'da fırlatılan LRC, Lunar Reconnaissance Orbiter) ve yüzeyinde (örneğin Ay'ın sürekli karanlık güney kutbunda",300,19440,19740
82,"ığı, Ay yörüngesinde (örneğin Haziran 2009'da fırlatılan LRC, Lunar Reconnaissance Orbiter) ve yüzeyinde (örneğin Ay'ın sürekli karanlık güney kutbunda su buzu varlığını aramayı amaçlayan LCROSS) çeşitli programları vardır.NASA, ay kutuplarından birinde kalıcı bir üssün kuruluşunu da planlamaktadır.Avrupa uzay aracı Smart 1 27 Eylül 2003'te fırlatıldı ve 15 Kasım 2004'ten 3 Eylül 2006'ya kadar Ay yörüngesinde kaldı.  Japan Aerospace Exploration Agency (Japon Uzay Araştırma Ajansı) 14 Eylül 2007'de yüksek çözünürlüklü kamera ve iki küçük uydu ile donatılmış olan SELENE adlı uzay aracını fırlattı. Uçuşun bir yıl sürmesi beklenmektedir. Çin Ay araştırmaları için istekli olduklarını Chang'e programını başlatarak gösterdi. İlk uzay ar",300,19680,19980
83," aracını fırlattı. Uçuşun bir yıl sürmesi beklenmektedir. Çin Ay araştırmaları için istekli olduklarını Chang'e programını başlatarak gösterdi. İlk uzay aracı Chang'e-1 24 Ekim 2007'de fırlatıldı.Hindistan, Ekim 2008'de Chandrayaan I görevini başlatmış ve başarıyla tamamlamıştır.Daha sonra, 22 Temmuz 2019'da Chandrayaan II'yi başlatmış ama araç yüzeye inememiştir.Rusya da dondurulmuş olan Luna-Glob projesine tekrar başlamayı ve 2012'de Ay yüzeyine iniş yapmayı düşünmektedir. 23 Ağustos 2023 tarihinde Hindistan, Ay'ın güney kutbu bölgesine uzay aracını başarıyla indirebilen ilk ülke olmuştur. ISRO ise Ay'a inmeyi başaran dördüncü uzay ajansı olmuştur. 19 Ocak 2024 tarihinde Japonya Uzay Ajansı uzay aracı SLIM'in Ay'ın",300,19920,20220
84,"ur. ISRO ise Ay'a inmeyi başaran dördüncü uzay ajansı olmuştur. 19 Ocak 2024 tarihinde Japonya Uzay Ajansı uzay aracı SLIM'in Ay'ın yüzeyine indiğini açıkladı. Bununla birlikte Japonya Ay'a iniş yapan 5. ülke oldu. 13 Eylül 2007'de duyurulan Google Lunar X Prize (Google Ay X Ödülü) özel sektör tarafından finanse edilen Ay araştırmalarını artırmayı amaçlamaktadır. X Ödülü Vakfı, Ay üzerine robotik bir ay aracı gönderebilecek olan ve diğer bazı kriterlere uyacak olan herhangi bir kişiye 20 milyon dolar önermektedir. Ay'daki insan aktivitesinin izlerine ek olarak, Ay Müzesi sanat eseri, Apollo 11 iyi niyet mesajı, Ay Plakası, Ölen Astronot anıtı ve diğer insan yapımı nesneler Ay yüzeyinde yer almaktadır. Ay birçok sanat ve edebiyat eserine konu ol",300,20160,20460
85,"yi niyet mesajı, Ay Plakası, Ölen Astronot anıtı ve diğer insan yapımı nesneler Ay yüzeyinde yer almaktadır. Ay birçok sanat ve edebiyat eserine konu olmuş ve sayısız başkalarına da ilhâm kaynağı olmuştur. Görsel sanatlar, sahne sanatları, şiir, yazın ve müzik için bir motif oluşturur. İrlanda'da Knowth'da bulunan 5.000 yıllık kaya üzerinde kazılı bulunan ve Ay'ı tasvir ettiği düşünülen eser keşfedilen en eski eserdir. Birçok tarihöncesi ve antik kültürde Ay'ın tanrı olduğuna ve diğer doğaüstü fenomenlerin kaynağı olduğuna inanılırdı. Ay üzerindeki astrolojik görüşler günümüzde de yaygındır.  Batı uygarlığında Ay hakkında bilimsel açıklama getiren ilk kişi Yunan filozof Anaksagoras olmuştur. Anaksagoras Güneş ve Ay'ın dev küresel kayalar olduğunu ve Ay'ın Güneş'in",300,20400,20700
86,"garlığında Ay hakkında bilimsel açıklama getiren ilk kişi Yunan filozof Anaksagoras olmuştur. Anaksagoras Güneş ve Ay'ın dev küresel kayalar olduğunu ve Ay'ın Güneş'in ışığını yansıttığını öne sürmüştür. Gökyüzü hakkında tanrıtanımaz görüşleri tutuklanmasına ve sürgüne gönderilmesine neden olmuştur. Aristo'nun evren tanımında Ay değişken elementler (toprak, su, hava ve ateş) alanı ile Eter'in ölümsüz yıldızları arasındaki sınırı oluşturur. Bu ayrım yüzyıllar boyunca fiziğin bir parçasını oluşturmuştur.Orta Çağ'a gelindiğinde, teleskobun keşfinden önce birçok kişi Ay'ın bir küre olduğunu kabul etti ancak ""tamamen pürüzsüz"" olduğuna inanılıyordu. 1609'da, Galileo Galilei, Siderus Nuncius adlı kitabında Ay'ın ilk teleskobik çizimler",300,20640,20940
87," kabul etti ancak ""tamamen pürüzsüz"" olduğuna inanılıyordu. 1609'da, Galileo Galilei, Siderus Nuncius adlı kitabında Ay'ın ilk teleskobik çizimlerini yayımladı ve ay yüzeyinin pürüzsüz olmadığını, dağlar ve kraterlerden oluştuğunu yazdı. Daha sonra 17. yüzyılda Giovanni Battista Riccioli ve Francesco Maria Grimaldi Ay'ın bir haritasını çizerek birçok kratere günümüzde bilinen adlarını verdi.  Haritalarda Ay yüzeyinin karanlık bölümleri maria ya da denizler ve açık bölümleri terrae ya da kıtalar olarak belirtilmiştir.  Ay üzerinde bitki örtüsünün varlığı ve yaşam olabileceği düşüncesi 19. yüzyılın başlarına kadar önemli gök bilimciler tarafından bile dikkate alınmıştır. Parlak yüksek bölgeler ile koyu denizler arasındaki kontrast değişik kültürler tarafında Ay'daki adam, tavşan, buffalo ve",300,20880,21180
88," bilimciler tarafından bile dikkate alınmıştır. Parlak yüksek bölgeler ile koyu denizler arasındaki kontrast değişik kültürler tarafında Ay'daki adam, tavşan, buffalo ve bunun gibi çeşitli modellemelere yol açmıştır. 1835'te Büyük Ay Aldatmacası birçok insanı Ay üzerinde egzotik hayvanların yaşadığına inandırmıştır.Hemen hemen aynı zamanlarda (1834-1836 arasında) Wilhelm Beer ve Johann Heinrich Mädler dört ciltlik Mappa Selenographica 'yı ve 1837'de Der Mond adlı kitabı yayımlamaktaydı. Bu eserler Ay üzerinde su ve atmosfer olmadığını belirtiyordu.  Ay'ın öteki yüzü 1959'da Luna 3 uzay sondası fırlatılana kadar bilinmiyordu. 1960'larda Lunar Orbiter programı tarafından haritası çıkarılmıştır.  Yasal durumuHer ne kadar 1959 yılında Luna 2 ve bunu izleyen diğer inişlerde birçok Sovyetler Birli",300,21120,21420
89,1960'larda Lunar Orbiter programı tarafından haritası çıkarılmıştır.  Yasal durumuHer ne kadar 1959 yılında Luna 2 ve bunu izleyen diğer inişlerde birçok Sovyetler Birliği bayrağı ile ABD bayrağı Ay yüzüne sembolik olarak dikilmişse de günümüzde Ay yüzeyi üzerinde hiçbir ulus hak iddia etmemektedir. Rusya ve ABD Ay'ı uluslararası sular ile aynı statüye koyan (res communis) Dış Uzay Anlaşması'nın taraflarıdır. Bu anlaşma aynı zamanda Ay'ın yalnızca barışçıl amaçlar için kulllanılmasını emreder ve askerî üsler ile kitle imha silahlarını ve her türden silahları yasaklar.Ay kaynaklarının herhangi bir ülke tarafından tek başına kullanılmasını kısıtlayan ikinci bir anlaşma olarak Ay Anlaşması önerilmiştir ama uzay yolculuğuna çıkabilen ülkelerden hiçbiri bu anlaşmayı imzalamamıştır.,300,21360,21660
90,"ılmasını kısıtlayan ikinci bir anlaşma olarak Ay Anlaşması önerilmiştir ama uzay yolculuğuna çıkabilen ülkelerden hiçbiri bu anlaşmayı imzalamamıştır. Çeşitli kişiler Ay üzerinde tamamen ya da kısmen hak iddia etse de bunlar dikkate alınmamıştır. Luna 1 (E-1 serisi) ya da Rusça Rüya anlamına gelen Мечта (Okunuşu: Meçta), tarihte ilk defa Ay'ın yakınlarına ulaşan ve güneş merkezli yörüngeye yerleşen uzay aracı. Çarpma aygıtı olarak tasarlanan uzay aracı Sovyetler Birliği’nin Luna programı kapsamında 2 Ocak 1959'da Baykonur Uzay Üssü'nden Vostok roketiyle uzaya fırlatılmıştır.  Yer tabanlı kontrol sistemindeki bir arıza, üst kademe roketin yanma süresinde bir hataya yol açtı ve uzay aracı Ay'ı 5995 km ile kaçırdı",300,21600,21900
91,"ılmıştır.  Yer tabanlı kontrol sistemindeki bir arıza, üst kademe roketin yanma süresinde bir hataya yol açtı ve uzay aracı Ay'ı 5995 km ile kaçırdı. Luna 1, Dünya ile Mars arasında güneş merkezli yörüngeye ulaşan ilk insan yapımı nesne oldu ve ilk önce ""Yapay Gezegen 1"" sonrasında ise Meçta olarak adlandırıldı. Uzay aracı, Dünya'dan kurtulma hızına ulaşmasına atfen ""İlk Kozmik Gemi"" olarak da anıldı. Luna 2 (E-1A serisi), Ay'ın yakınlarına ulaşan bir dizi uzayaracının ikincisidir. Sovyetler Birliği tarafından 12 Eylül 1959'da Baykonur Uzay Üssü'nden Vostok roketiyle uzaya fırlatılmıştır. 13 Eylül 1959'da Ay'ın yüzeyinde Sessizlik Denizi'nin batısına Aristides, Arşimet ve Autolycus kraterlerinin yanına ç",300,21840,22140
92,"iyle uzaya fırlatılmıştır. 13 Eylül 1959'da Ay'ın yüzeyinde Sessizlik Denizi'nin batısına Aristides, Arşimet ve Autolycus kraterlerinin yanına çarparak Ay yüzeyine inen ilk insan yapısı nesne olmuştur. Çarpışmadan önce, üzerinde SSCB ve fırlatma tarihinin Kiril alfabesiyle kazınmış olduğu küre şeklindeki iki flama patlatılarak her yöne beşgen kalkanlar gönderilmiştir. Luna 2 Ay'ın etrafında radyasyon ya da manyetik kuşaklar tespit etmedi.  Luna 2 Sovyetler için bir başarıydı ve kasıtlı olarak Ay'a çarptırılan bir dizi aya sert iniş görevinin ilkiydi. Daha sonraki ABD yapımı Ranger programı da benzer çarpmalarla sonuçlandı. Bu tür kontrollü çarpışmalar, yumuşak iniş tekniğinde ustalaşıldıktan sonra bile faydalı olmaya devam etmiştir. Sovyet lider Nikita Kruşçev Amer",300,22080,22380
93," sonuçlandı. Bu tür kontrollü çarpışmalar, yumuşak iniş tekniğinde ustalaşıldıktan sonra bile faydalı olmaya devam etmiştir. Sovyet lider Nikita Kruşçev Amerika Birleşik Devletleri'ne yaptığı ziyarette Başkan Dwight D. Eisenhower'a Luna 2'nin Ay yüzeyine yerleştirdiği Sovyet flamalarının bir kopyasını verdi.Eisenhower'a hediye edilen flama Abilene, Kansas'ta bulunan Eisenhower Başkanlık Kütüphanesi ve Müzesi'nde muhafaza edilmektedir.  1 Kasım 1959'da Sovyetler Birliği uzay aracının anısına iki pul çıkardı. Bunlar görevin yörüngesini tasvir etmektedir. Luna 3 (E-3 serisi), Ay'ın yakınlarına ulaşan bir dizi uzayaracının üçüncüsüdür. Sovyetler Birliği tarafından 4 Ekim 1959'da Baykonur Uzay Üssü'nden Vostok roketiyle uzaya fırlatılmıştır. 6 Ekim 1959",300,22320,22620
94,"südür. Sovyetler Birliği tarafından 4 Ekim 1959'da Baykonur Uzay Üssü'nden Vostok roketiyle uzaya fırlatılmıştır. 6 Ekim 1959'da Ay'ın güney kutbunun 6.200 km üzerinden geçmiştir. Ay'ın öte yüzünün ilk fotoğrafları bu uzayaracı tarafından çekilmiştir. Bu fotoğraflarda dağlık arazi ile Mare Moscovrae (Moskova Denizi) ve Mare Desiderii (Arzu Denizi) adı verilen karanlık ve alçak rakımlı iki bölge görünmekteydi. Arzu Denizi'nin daha sonra daha küçük Mare Ingenii (Marifet Denizi) ve karanlık diğer kraterlerden oluştuğu gözlemlenmiştir. Apollo Projesi Apollo Projesi, NASA tarafından gerçekleştirilmiş olan bir insanlı Ay yolculuğu projesidir. Apollo Projesi, Gemini Projesi'nden sonra gerçekleştirilmiştir. Uzay Yarışı ve Soğuk Savaş, Apollo Projesi aşamasına gelinmes",300,22560,22860
